sample_id,source_config,router_task,prompt,ground_truth,model_used,response,cascaded,draft_accepted,latency_ms,total_cost,total_tokens,is_correct,exact_match,timestamp,error
mimic_cgd_01185_8e5f2dcb75a70f85,mimic_cgd,medical_report,What is the difference between the two images?,The first image shows the intersection of Baltimore st. and Centre st. while the second image shows Baltimore Ave and the Vietnam Veteran Memorial.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696749,CascadeAgent.run() missing 1 required positional argument: 'query'
hitab_01736_f9cb792a9b3c99a6,hitab,table_reasoning,"In the 2016-17 season, which league did king join side stevenage?",League two.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696764,CascadeAgent.run() missing 1 required positional argument: 'query'
websight_00643_531631d6bfb3fd54,websight,web_understanding,Produce the HTML markup to recreate the visual appearance of this website.,"<html>
<link href=""https://cdn.jsdelivr.net/npm/tailwindcss@2.2.19/dist/tailwind.min.css"" rel=""stylesheet"">
<body class=""bg-gray-100"">
  <header class=""bg-white p-6 flex justify-center"">
    <img src=""https://source.unsplash.com/random/300x100/?construction"" alt=""Construction Company Logo"" class=""h-16"">
  </header>

  <section class=""py-10"">
    <div class=""container mx-auto px-6"">
      <h1 class=""text-4xl font-bold mb-6 text-center"">Welcome to Our Construction Company</h1>
      <p class=""text-lg text-center mb-10"">
        We are a professional and industrial design company dedicated to creating unique and innovative structures. Our team of experienced architects, engineers, and designers work together to bring your vision to life. We specialize in a wide range of construction projects, from residential to commercial, industrial, and more. Whether you're looking for a new office building, a renovation of your home, or a custom design for your business, we're here to help.
      </p>
      <div class=""flex justify-center"">
        <button class=""bg-gray-500 hover:bg-gray-700 text-white font-bold py-2 px-4 rounded"">
          Contact Us
        </button>
      </div>
    </div>
  </section>

  <section class=""py-10"">
    <div class=""container mx-auto px-6"">
      <h2 class=""text-3xl font-bold mb-6 text-center"">Our Projects</h2>
      <div class=""flex flex-wrap -mx-2"">
        <div class=""w-full md:w-1/2 lg:w-1/3 p-2"">
          <img src=""https://source.unsplash.com/random/300x200/?construction"" alt=""Construction Project"" class=""w-full"">
        </div>
        <!-- Repeat the above div for each project -->
      </div>
    </div>
  </section>
</body>
</html>",error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696779,CascadeAgent.run() missing 1 required positional argument: 'query'
docvqa_00046_49229e8ce83d5fae,docvqa,document_ocr,"What does the phosphoric acid contain ?
Offer a very short reply.",Mineral phosphorous.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696794,CascadeAgent.run() missing 1 required positional argument: 'query'
localized_narratives_00848_c7b9b5e894a4a314,localized_narratives,dense_captioning,How would you summarize this image in a sentence or two?,In this picture there is a gate in the center of the image and there is a skull at the top side of the image and there are trees in the background area of the image.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696810,CascadeAgent.run() missing 1 required positional argument: 'query'
infographic_vqa_01808_cb2948410c7d7b77,infographic_vqa,document_ocr,"What percentage of the world's poor are not women?
Write a very short answer.",30%.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696825,CascadeAgent.run() missing 1 required positional argument: 'query'
hateful_memes_01414_0c874e5dd4565815,hateful_memes,meme_classification,"Is the message of this meme aggressive?
Answer yes or no.",No.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696840,CascadeAgent.run() missing 1 required positional argument: 'query'
textvqa_00873_39b82de67094a259,textvqa,scene_text_ocr,"What does the left ad say?
Provide a short and direct response.",Pdk.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696855,CascadeAgent.run() missing 1 required positional argument: 'query'
multihiertt_00708_9f233b19182d3ccf,multihiertt,table_reasoning,what was the ratio of the company contribution in 2011 to the amount in 2013 to the us pension contributions,"
Computations: (517 / 476)
Answer: 1.08613.",error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696870,CascadeAgent.run() missing 1 required positional argument: 'query'
visual7w_00149_a61032fd0bbbdaf3,visual7w,general_vqa,"Question: where are the boys hands?
Choices:
A. On racket.
B. In his pockets.
C. Behind his back.
D. Under the table.
Answer with the letter.",Answer: A,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696885,CascadeAgent.run() missing 1 required positional argument: 'query'
chartqa_01094_5eb6232068c1fa47,chartqa,chart_reasoning,"What's the percentage of US adults who choose no?
Short answer required.",46.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696899,CascadeAgent.run() missing 1 required positional argument: 'query'
textvqa_00483_0c6a6f37da1dddc2,textvqa,scene_text_ocr,"What is the road name in front?
Your answer should be very brief.",Jerusalem plank.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696915,CascadeAgent.run() missing 1 required positional argument: 'query'
iam_00748_33633a9f813879ac,iam,handwriting_ocr,Elucidate the handwriting in this image.,THE same sort of good neighbour that he proved to be to the Jews fleeing from Hitler in the thirties.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696930,CascadeAgent.run() missing 1 required positional argument: 'query'
hateful_memes_00227_c6feb609abbe054f,hateful_memes,meme_classification,"Does this meme support discrimination?
Answer yes or no.",No.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696944,CascadeAgent.run() missing 1 required positional argument: 'query'
iconqa_00937_d6e0a0ee092ec200,iconqa,icon_reasoning,"Question: Is the number of fish even or odd?
Choices:
A. odd
B. even
Answer with the letter.",Answer: A,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696964,CascadeAgent.run() missing 1 required positional argument: 'query'
vsr_01624_4861ae6d77a3285d,vsr,spatial_reasoning,"Evaluate: Does the caption ""The person is touching the sandwich."" match the image?
Answer yes or no.",Yes.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696979,CascadeAgent.run() missing 1 required positional argument: 'query'
mapqa_00605_5207d5a0494558cc,mapqa,map_reasoning,"Does the first symbol in the legend represent the smallest category?
Concise answer only.",Yes.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.696994,CascadeAgent.run() missing 1 required positional argument: 'query'
vistext_00723_a439a1bb75671e12,vistext,chart_captioning,What insights can be drawn from this chart?,This is a bar graph labeled Office properties vacancy rate in Frankfurt from 2006 to 2019. The y-axis plots Year while the x-axis measures Office vacancy rate. The overall trend of the bar chart suggests that office vacancy rates in Frankfurt are decreasing. In 2006 the rate was over 0.15; in 2019 this had reduced to 0.10.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.697009,CascadeAgent.run() missing 1 required positional argument: 'query'
robut_wtq_00603_d8886d10638343f7,robut_wtq,table_reasoning,Which jacksonian candidates got at least 76% of the vote in their races?,Arthur Smith.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.697024,CascadeAgent.run() missing 1 required positional argument: 'query'
textvqa_01707_e9beb5b720e2ba07,textvqa,scene_text_ocr,"What is the first word of chapter 2?
Your answer should be very brief.",Gather.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.697039,CascadeAgent.run() missing 1 required positional argument: 'query'
nlvr2_01257_4fc82f5f2c4087fb,nlvr2,spatial_reasoning,"The first image is the image on the left, the second image is the image on the right. Evaluate the accuracy of this statement regarding the images: ""n at least one image there are two red sails on a b",No.,error,,False,False,0.0,0.0,0,,,2025-11-29T18:01:01.697054,CascadeAgent.run() missing 1 required positional argument: 'query'
