sample_id,router_task,ground_truth_type,c_model,c_latency,c_cost,c_correct,c_cascaded,a_model,a_latency,a_cost,a_correct,prompt_tokens,completion_tokens
aokvqa_00866_ab858bb19f62bb59,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,551.109790802002,0.0,False,False,qwen3_vl_8b_thinking,4623.837947845459,0.00011220000000000002,False,49,512
chart2text_00510_3a99182633f74b15,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1034.099817276001,5.22e-05,False,True,qwen2_5_vl_3b,5513.523101806641,0.0,False,0,0
aokvqa_01736_047944162c0090e0,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1008.8768005371094,0.0,False,False,qwen2_5_vl_3b,5571.252107620239,0.0,False,0,0
chart2text_01970_c9c67c1c7330e5be,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1080.592155456543,5.22e-05,False,True,qwen3_vl_8b_thinking,5825.120687484741,0.0,False,0,0
chartqa_00346_0baca98d151ab55a,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,94.3460464477539,5.400000000000001e-06,True,True,qwen2_5_vl_3b,242.76304244995117,6.6e-06,False,30,3
chart2text_00905_eb4c988c0c72bca7,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,906.0571193695068,1.3200000000000002e-05,False,True,qwen2_5_vl_3b,414.7608280181885,1.36e-05,False,32,36
aokvqa_00220_cf2ca469dc1bbd5d,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,848.8168716430664,0.0,False,False,qwen3_vl_8b_thinking,4747.278928756714,0.00011200000000000001,False,48,512
ai2d_01391_6186f9b4f67bf4eb,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,465.87514877319336,1.16e-05,True,True,qwen3_vl_8b_thinking,4701.990842819214,0.00011180000000000001,False,47,512
aokvqa_01289_bbd7c17d1df977ab,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,516.4108276367188,0.0,False,False,qwen3_vl_8b_thinking,4735.969066619873,0.00011180000000000001,False,47,512
chart2text_00112_1f60314cd48f44ee,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1509.0279579162598,1.36e-05,False,True,qwen3_vl_8b_thinking,4664.9580001831055,0.00010680000000000001,False,22,512
aokvqa_00511_9aa41cc6e9b6c488,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,630.5868625640869,0.0,False,False,qwen2_5_vl_3b,5823.87900352478,0.0,False,0,0
ai2d_01802_c9b989b06c992618,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,71.93398475646973,0.0,True,False,qwen3_vl_8b_thinking,2193.7670707702637,5.6000000000000006e-05,False,52,228
ai2d_01027_4fde36127c15d0d2,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,71.9308853149414,0.0,True,False,qwen3_vl_8b_thinking,5741.2049770355225,0.0,False,0,0
ai2d_00551_9bb5b85eec8e4b82,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,56.653738021850586,0.0,True,False,qwen3_vl_8b_thinking,5805.283784866333,0.0,False,0,0
chart2text_01290_5f57bd17c5de35b9,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,909.4769954681396,1.3200000000000002e-05,False,True,qwen3_vl_8b_thinking,4759.4499588012695,0.00010700000000000001,False,23,512
ai2d_00175_99f697cf0eea1a22,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,53.05886268615723,0.0,True,False,qwen3_vl_8b_thinking,4743.322849273682,0.00011260000000000001,False,51,512
chart2text_01639_d8ac33405c1aca13,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,491.9240474700928,2.48e-05,False,True,qwen3_vl_8b_thinking,4716.578960418701,0.0001072,False,24,512
chart2text_00514_f53d15bc92627928,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,447.76201248168945,2.1000000000000002e-05,False,True,qwen3_vl_8b_thinking,4754.768848419189,0.00010600000000000002,False,18,512
chart2text_01978_b6d25fbf27d15dba,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,764.9338245391846,1.2600000000000001e-05,False,True,qwen3_vl_8b_thinking,4572.553873062134,0.0001036,False,21,497
chartqa_00347_1f3c6893da9afc1c,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,147.65191078186035,7.2000000000000005e-06,False,True,qwen2_5_vl_3b,196.83194160461426,7.2000000000000005e-06,False,33,3
aokvqa_01740_b8c19969cec55d53,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,643.1319713592529,0.0,False,False,qwen3_vl_8b_thinking,3115.5593395233154,7.66e-05,False,53,330
aokvqa_00877_fff5b043962d087c,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1279.7448635101318,0.0,True,False,qwen3_vl_8b_thinking,4740.592241287231,0.0001116,False,46,512
aokvqa_00223_7328aca25613e4a0,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1425.027847290039,0.0,True,False,qwen3_vl_8b_thinking,4688.042879104614,0.00011180000000000001,False,47,512
ai2d_01392_cd6d1e8c002e67cc,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,53.90310287475586,0.0,False,False,qwen3_vl_8b_thinking,5821.706056594849,0.0,False,0,0
chart2text_00906_7a2a8bfd06f62683,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1561.3799095153809,1.36e-05,False,True,qwen3_vl_8b_thinking,4680.511951446533,0.00010680000000000001,False,22,512
chart2text_00118_ece13d6c877410ec,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,789.9918556213379,1.2600000000000001e-05,False,True,qwen3_vl_8b_thinking,5742.77400970459,0.0,False,0,0
aokvqa_01293_80a54ba5cdd13468,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,964.3568992614746,0.0,False,False,qwen3_vl_8b_thinking,4679.154872894287,0.00011260000000000001,False,51,512
aokvqa_00526_bce0ee3bcf529767,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1317.3680305480957,0.0,True,False,qwen3_vl_8b_thinking,4671.772003173828,0.00011140000000000001,False,45,512
ai2d_00554_2919f11850bb47ee,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,52.40297317504883,0.0,True,False,qwen3_vl_8b_thinking,5833.878040313721,0.0,False,0,0
ai2d_01036_407ae29b624589eb,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,55.54795265197754,0.0,True,False,qwen3_vl_8b_thinking,5891.257047653198,0.0,False,0,0
ai2d_01805_81f0fc61602f8545,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,124.67288970947266,1.8800000000000003e-05,False,True,qwen2_5_vl_3b,5564.549922943115,0.0,False,0,0
ai2d_00181_1347e1af4b429d34,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,54.01420593261719,0.0,True,False,qwen3_vl_8b_thinking,5660.578012466431,0.0,False,0,0
chart2text_01291_c10e3a0e52a588d5,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1058.3827495574951,5.22e-05,False,True,qwen3_vl_8b_thinking,5891.018867492676,0.0,False,0,0
chart2text_01662_4c6c44546522da8e,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,495.6362247467041,2.48e-05,False,True,qwen3_vl_8b_thinking,5713.1028175354,0.0,False,0,0
chart2text_00520_334c646b0ca53bbb,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1056.6918849945068,5.22e-05,False,True,qwen3_vl_8b_thinking,4619.7497844696045,0.00010680000000000001,False,22,512
chart2text_01982_00af3bf4e8f9d520,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1540.5077934265137,1.36e-05,False,True,qwen3_vl_8b_thinking,5766.639709472656,0.0,False,0,0
aokvqa_01757_54b96b62bacca25f,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,563.3742809295654,0.0,False,False,qwen3_vl_8b_thinking,4744.7309494018555,0.0001112,False,44,512
aokvqa_00886_c934a891ebefa546,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,904.0768146514893,0.0,True,False,qwen3_vl_8b_thinking,4659.644842147827,0.00010920000000000001,False,42,504
aokvqa_00229_258d2dc08c094dfa,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1032.128095626831,0.0,True,False,qwen3_vl_8b_thinking,4668.735027313232,0.00011180000000000001,False,47,512
ai2d_01399_8bb63f9561d7a2d9,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,79.0719985961914,0.0,True,False,qwen3_vl_8b_thinking,5986.701965332031,0.0,False,0,0
chartqa_00350_ddc35f149b7bbf0c,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,386.60311698913574,1.18e-05,False,True,qwen3_vl_8b_thinking,5823.600769042969,0.0,False,0,0
chart2text_00908_2c732057325d8515,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1483.7367534637451,1.36e-05,False,True,qwen3_vl_8b_thinking,4767.6331996917725,0.00010680000000000001,False,22,512
chart2text_00121_592c1bd6e2edba94,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,821.9809532165527,3.96e-05,False,True,qwen3_vl_8b_thinking,4676.793098449707,0.0001062,False,19,512
aokvqa_01297_7dbdb765d33e75d4,knowledge_vqa,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,117.63668060302734,1.04e-05,False,True,qwen3_vl_8b_thinking,5883.8160037994385,0.0,False,0,0
aokvqa_00529_614ec5d42dba05f1,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,853.9481163024902,0.0,False,False,qwen3_vl_8b_thinking,4704.7600746154785,0.00011260000000000001,False,51,512
ai2d_00559_89ebf0d4a6b6210c,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,52.81996726989746,0.0,True,False,qwen3_vl_8b_thinking,4690.286159515381,0.00011520000000000001,False,64,512
ai2d_01063_ecb5f25ef079e001,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,53.73096466064453,0.0,True,False,qwen3_vl_8b_thinking,5817.314147949219,0.0,False,0,0
ai2d_01819_8a8132b8c9e8e5c6,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,51.31196975708008,0.0,True,False,qwen3_vl_8b_thinking,6049.607038497925,0.0,False,0,0
chart2text_01292_70860f204904b4e3,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,441.06411933898926,2.1000000000000002e-05,False,True,qwen3_vl_8b_thinking,4620.993137359619,0.00010600000000000002,False,18,512
ai2d_00182_989ef7f73115f124,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,430.1440715789795,2.8800000000000002e-05,False,True,qwen3_vl_8b_thinking,5836.738109588623,0.0,False,0,0
chart2text_01664_9293021244a06556,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,440.7520294189453,2.1000000000000002e-05,False,True,qwen3_vl_8b_thinking,4616.8646812438965,0.00010600000000000002,False,18,512
aokvqa_00230_99ceebb8f53b334b,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1711.026906967163,0.0,True,False,qwen2_5_vl_3b,276.61705017089844,1.2e-05,False,57,3
chartqa_00000_42629d0f81d62f6b,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,903.7392139434814,2.36e-05,False,True,qwen3_vl_8b_thinking,5632.197141647339,0.0,False,0,0
ai2d_01410_560f067dc138868a,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,53.47394943237305,0.0,True,False,qwen3_vl_8b_thinking,2939.0828609466553,7.36e-05,False,50,318
chart2text_00531_593f9fedf6225ac8,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1048.063039779663,5.22e-05,False,True,qwen3_vl_8b_thinking,5770.1380252838135,0.0,False,0,0
aokvqa_01764_ca3dd490ddf55f6c,knowledge_vqa,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1926.133155822754,4.94e-05,True,True,qwen3_vl_8b_thinking,5573.838233947754,0.0,False,0,0
aokvqa_00898_ff416b2a1cbed867,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1003.6678314208984,0.0,False,False,qwen3_vl_8b_thinking,5939.934015274048,0.0,False,0,0
chartqa_00357_7f5afbad8fdc7174,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,141.85595512390137,7.8e-06,False,True,qwen3_vl_8b_thinking,5698.604106903076,0.0,False,0,0
chart2text_00124_ee7c9e856d698c42,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,680.0367832183838,1.58e-05,False,True,qwen3_vl_8b_thinking,4603.301048278809,0.00010660000000000002,False,21,512
chart2text_00909_0b16cb95841cd911,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,619.9538707733154,1.4599999999999999e-05,False,True,qwen3_vl_8b_thinking,5708.869934082031,0.0,False,0,0
aokvqa_00533_f0a9fa2d9b67d974,knowledge_vqa,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,206.50315284729004,1.62e-05,False,True,qwen3_vl_8b_thinking,4759.939908981323,0.00011260000000000001,False,51,512
aokvqa_01332_8e1262b93139fa98,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,810.1272583007812,0.0,True,False,qwen3_vl_8b_thinking,4730.284929275513,0.0001116,False,46,512
ai2d_00569_c8d9461764d48a2c,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,117.32792854309082,1.04e-05,False,True,qwen3_vl_8b_thinking,5851.673126220703,0.0,False,0,0
ai2d_01067_8d1a9fb58f7b81ff,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,54.137229919433594,0.0,True,False,qwen3_vl_8b_thinking,4716.911792755127,0.00011200000000000001,False,48,512
ai2d_01822_b2b7a76c53fc7b22,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,55.96423149108887,0.0,True,False,qwen3_vl_8b_thinking,4757.983922958374,0.00011600000000000001,False,68,512
ai2d_00190_9271648f7c34de11,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,55.770158767700195,0.0,False,False,qwen3_vl_8b_thinking,4740.754127502441,0.00011940000000000002,False,85,512
chart2text_01316_f6e9f1e869a0ef4b,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,673.7000942230225,1.58e-05,False,True,qwen3_vl_8b_thinking,4714.037895202637,0.00010660000000000002,False,21,512
chart2text_00533_e2c69d30623aec93,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1548.0833053588867,1.36e-05,False,True,qwen3_vl_8b_thinking,4672.208786010742,0.00010680000000000001,False,22,512
chart2text_01674_20a79bec2272d868,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,869.6441650390625,3.96e-05,False,True,qwen3_vl_8b_thinking,5758.898019790649,0.0,False,0,0
aokvqa_00900_fe1e8f2c83eada76,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,587.4602794647217,0.0,True,False,qwen3_vl_8b_thinking,4670.762062072754,0.00011320000000000001,False,54,512
chartqa_00363_bfb7bb92f77b0378,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,271.12698554992676,1.58e-05,False,True,qwen2_5_vl_3b,260.40101051330566,9.000000000000002e-06,False,41,4
aokvqa_01784_47d99fcec0f94b47,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1616.0387992858887,0.0,False,False,qwen3_vl_8b_thinking,5732.839822769165,0.0,False,0,0
aokvqa_00238_95630785ae875fd0,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,804.7759532928467,0.0,False,False,qwen2_5_vl_3b,5525.728940963745,0.0,False,0,0
ai2d_01415_133ada0da2611802,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,55.31001091003418,0.0,True,False,qwen3_vl_8b_thinking,4667.502880096436,0.00011260000000000001,False,51,512
chartqa_00004_0531dd55d1cd3278,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,228.93476486206055,1.02e-05,False,True,qwen3_vl_8b_thinking,5723.521947860718,0.0,False,0,0
chart2text_00910_a72db289ac92115f,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,442.90876388549805,2.1000000000000002e-05,False,True,qwen3_vl_8b_thinking,5916.297197341919,0.0,False,0,0
aokvqa_01336_ea85dbe49a0eb0f9,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,508.4972381591797,0.0,False,False,qwen3_vl_8b_thinking,4659.611940383911,0.000115,False,63,512
chart2text_00134_fc143a1a6a3ba384,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,447.7403163909912,2.1000000000000002e-05,False,True,qwen3_vl_8b_thinking,5814.655065536499,0.0,False,0,0
ai2d_00196_b6318e40f7c47712,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,124.57609176635742,1.26e-05,True,True,qwen2_5_vl_3b,246.19007110595703,1.26e-05,False,61,2
aokvqa_00538_85a5fb31545a145f,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,174.97897148132324,0.0,True,False,qwen3_vl_8b_thinking,5746.204853057861,0.0,False,0,0
ai2d_00572_5c014378935b9f9e,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,60.06503105163574,0.0,True,False,qwen3_vl_8b_thinking,5907.6197147369385,0.0,False,0,0
ai2d_01823_74d9c091326c12d0,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,141.91699028015137,1.06e-05,True,True,qwen3_vl_8b_thinking,4591.767072677612,0.00011080000000000001,False,42,512
ai2d_01072_b752c1b7b8d15a59,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,76.34902000427246,0.0,True,True,qwen3_vl_8b_thinking,5872.956275939941,0.0,False,0,0
chart2text_01322_86dc9b0ef2c2e33f,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,807.0411682128906,3.96e-05,False,True,qwen3_vl_8b_thinking,5803.7779331207275,0.0,False,0,0
chart2text_01677_186c854a682ddfd4,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1050.6198406219482,5.22e-05,False,True,qwen3_vl_8b_thinking,5647.251844406128,0.0,False,0,0
chart2text_00541_7609ebb61aa7f337,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,873.4650611877441,1.3200000000000002e-05,False,True,qwen3_vl_8b_thinking,4621.816158294678,0.00010700000000000001,False,23,512
aokvqa_00902_9c4e5b9e44de9d10,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,428.38406562805176,0.0,False,False,qwen3_vl_8b_thinking,4716.324090957642,0.0001112,False,44,512
aokvqa_01793_a4f655551c539ae9,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,586.3051414489746,0.0,False,False,qwen3_vl_8b_thinking,6173.741102218628,0.0,False,0,0
chartqa_00005_1b347c05df10054b,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,291.8548583984375,9.400000000000001e-06,False,True,qwen3_vl_8b_thinking,3651.5729427337646,8.360000000000001e-05,False,23,395
ai2d_01431_2c26f6b3e79aea8d,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,56.72287940979004,0.0,True,False,qwen3_vl_8b_thinking,4120.307922363281,0.00010180000000000001,False,62,447
aokvqa_00243_e8d5bcf0af914df2,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,720.6168174743652,0.0,False,False,qwen3_vl_8b_thinking,6060.16993522644,0.0,False,0,0
chartqa_00365_0b2d424a95e1105a,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,122.26104736328125,7.2000000000000005e-06,False,True,qwen3_vl_8b_thinking,5650.28190612793,0.0,False,0,0
chart2text_00911_373e327620a768f2,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,754.188060760498,1.2600000000000001e-05,False,True,qwen3_vl_8b_thinking,4301.496744155884,9.8e-05,False,21,469
ai2d_00574_27215defd70d4271,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,126.83868408203125,1.28e-05,True,True,qwen2_5_vl_3b,244.32826042175293,1.28e-05,False,62,2
aokvqa_00539_fe13c10b95647b9d,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,2881.2758922576904,0.0,False,False,qwen2_5_vl_3b,1540.517807006836,4.76e-05,False,54,184
aokvqa_01341_6b52930de669666b,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,996.0231781005859,0.0,False,False,qwen3_vl_8b_thinking,4747.089147567749,0.00011200000000000001,False,48,512
chart2text_00146_0731a670aa4af8a3,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1330.8360576629639,1.4000000000000001e-05,False,True,qwen3_vl_8b_thinking,4614.361763000488,0.00010700000000000001,False,23,512
ai2d_01828_7b87a7b56db7a895,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,51.045894622802734,0.0,True,False,qwen3_vl_8b_thinking,4704.700231552124,0.00011200000000000001,False,48,512
ai2d_01077_84cd64fc25d28356,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,59.32426452636719,0.0,True,False,qwen3_vl_8b_thinking,6031.940221786499,0.0,False,0,0
ai2d_00208_6b443ddb21524652,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,50.977230072021484,0.0,True,False,qwen3_vl_8b_thinking,4723.576784133911,0.00011200000000000001,False,48,512
chart2text_01323_16156c5e2c93f926,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,860.4090213775635,1.3200000000000002e-05,False,True,qwen3_vl_8b_thinking,4624.355792999268,0.00010700000000000001,False,23,512
chart2text_01679_0122d7a99bdb8354,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,640.5198574066162,1.4599999999999999e-05,False,True,qwen3_vl_8b_thinking,5777.305126190186,0.0,False,0,0
aokvqa_01798_e0c4aa22f7d0d577,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1358.407974243164,0.0,False,False,qwen3_vl_8b_thinking,4686.765909194946,0.00011440000000000002,False,60,512
chart2text_00542_f35eb5198aded8f5,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,1337.3899459838867,1.4000000000000001e-05,False,True,qwen3_vl_8b_thinking,5806.901931762695,0.0,False,0,0
aokvqa_00904_4848830533a50167,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,1721.585750579834,0.0,True,False,qwen3_vl_8b_thinking,4644.701242446899,0.0001116,False,46,512
aokvqa_00247_24c09bf04eedf396,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,744.7559833526611,0.0,False,False,qwen3_vl_8b_thinking,5776.839971542358,0.0,False,0,0
ai2d_01441_72770a59f7e9db5e,diagram_reasoning,mc,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,66.2388801574707,1.0399999999999999e-05,False,True,qwen2_5_vl_3b,5554.05330657959,0.0,False,0,0
chartqa_00015_adab0731453a7401,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,196.37203216552734,8.8e-06,False,True,qwen3_vl_8b_thinking,5716.560840606689,0.0,False,0,0
chartqa_00368_42cfa980a07b52ec,chart_reasoning,exact,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,496.21105194091797,1.4400000000000001e-05,False,True,qwen3_vl_8b_thinking,5899.45912361145,0.0,False,0,0
chart2text_00914_26481d53b7402879,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,489.2270565032959,2.48e-05,False,True,qwen3_vl_8b_thinking,5819.115161895752,0.0,False,0,0
chart2text_00149_f488241967c0fb63,chart_captioning,freeform,deepseek-ai/DeepSeek-OCR+Qwen/Qwen2.5-VL-7B-Instruct,670.8889007568359,1.58e-05,False,True,qwen3_vl_8b_thinking,4590.728998184204,0.00010660000000000002,False,21,512
ai2d_01085_95d76dd17e04c738,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,56.69379234313965,0.0,True,False,qwen3_vl_8b_thinking,1888.3960247039795,4.82e-05,False,50,191
aokvqa_00548_87c00571342aa2ae,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,151.6859531402588,0.0,True,False,qwen3_vl_8b_thinking,4362.675905227661,0.0001044,False,45,477
aokvqa_01345_e8836492c70a4440,knowledge_vqa,exact,Qwen/Qwen2.5-VL-7B-Instruct,2448.5151767730713,0.0,True,False,qwen3_vl_8b_thinking,5579.787969589233,0.0,False,0,0
ai2d_00576_b0c93ba86b4588cf,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,57.373046875,0.0,True,False,qwen3_vl_8b_thinking,5873.5761642456055,0.0,False,0,0
ai2d_01830_7bb5d5932fe2f523,diagram_reasoning,mc,Qwen/Qwen2.5-VL-7B-Instruct,54.15511131286621,0.0,False,False,qwen2_5_vl_3b,5778.624057769775,0.0,False,0,0
